"age","dob_year","gender","friend_count","likes","likes_received"
15,1998,"female",1871,1029,2375
23,1990,"male",216,218,253
28,1985,"female",279,541,501
21,1992,"male",505,156,284
18,1995,"female",671,325,602
52,1961,"male",232,332,233
53,1960,"male",55,290,135
23,1990,"female",1251,187,877
28,1985,"male",87,1886,794
21,1992,"female",346,143,427
15,1998,"female",798,938,1061
50,1963,"male",76,530,1911
26,1987,"male",305,234,483
55,1958,"female",107,1412,283
21,1992,"female",303,1399,367
29,1984,"male",71,287,109
36,1977,"female",126,486,206
16,1997,"female",1065,785,1124
50,1963,"male",373,323,260
20,1993,"female",517,397,515
31,1982,"female",491,707,123
35,1978,"female",804,477,901
28,1985,"male",452,451,232
14,1999,"female",2091,899,2297
44,1969,"female",125,131,172
51,1962,"female",253,146,291
19,1994,"female",227,119,215
64,1949,"female",204,185,367
23,1990,"male",262,141,310
21,1992,"female",584,481,456
18,1995,"male",720,298,207
24,1989,"female",247,3096,931
40,1973,"female",346,736,659
25,1988,"female",548,967,1137
20,1993,"male",246,221,219
25,1988,"male",221,1044,576
20,1993,"male",1078,740,133
36,1977,"female",625,716,288
53,1960,"female",176,226,224
23,1990,"female",156,222,257
26,1987,"female",817,911,293
56,1957,"female",976,1437,1958
25,1988,"male",337,897,640
18,1995,"female",759,512,773
31,1982,"female",365,1286,1462
21,1992,"female",398,342,402
20,1993,"female",1233,445,601
29,1984,"male",263,660,326
16,1997,"female",812,303,1321
25,1988,"male",113,256,111
26,1987,"female",570,458,247
62,1951,"female",97,225,114
16,1997,"female",304,447,260
20,1993,"female",206,1051,614
32,1981,"female",120,177,304
54,1959,"female",198,519,403
19,1994,"male",225,158,575
51,1962,"female",168,181,181
21,1992,"female",198,1686,809
22,1991,"female",220,304,258
50,1963,"male",498,401,257
18,1995,"female",601,243,119
57,1956,"female",57,108,168
21,1992,"female",399,1471,2263
33,1980,"male",140,273,187
32,1981,"female",161,110,146
22,1991,"female",109,668,352
14,1999,"female",345,203,229
24,1989,"female",299,108,326
25,1988,"male",348,539,216
25,1988,"female",97,671,210
50,1963,"female",87,159,209
19,1994,"female",206,1212,1117
20,1993,"male",348,611,702
24,1989,"male",213,277,957
23,1990,"female",480,501,336
32,1981,"female",126,232,123
24,1989,"female",72,228,193
48,1965,"female",117,418,230
53,1960,"male",73,117,219
16,1997,"female",605,107,439
30,1983,"female",197,471,379
14,1999,"female",624,844,148
41,1972,"female",172,117,247
18,1995,"female",610,1249,2322
63,1950,"female",185,166,199
31,1982,"female",237,337,224
48,1965,"female",179,118,371
21,1992,"male",1172,415,320
26,1987,"male",91,1520,178
27,1986,"female",178,125,164
17,1996,"female",307,136,253
17,1996,"female",308,446,232
14,1999,"female",1224,235,380
23,1990,"female",206,189,233
26,1987,"male",794,554,1055
22,1991,"male",191,829,693
16,1997,"male",1265,269,411
15,1998,"female",392,403,388
16,1997,"female",1285,1097,401
63,1950,"female",193,346,168
23,1990,"female",421,348,392
19,1994,"female",167,129,200
51,1962,"female",109,107,158
17,1996,"female",420,1753,1846
27,1986,"male",245,723,1493
30,1983,"female",368,175,693
16,1997,"male",364,145,187
20,1993,"female",429,439,1298
21,1992,"female",328,157,656
50,1963,"female",2179,1864,1777
14,1999,"male",408,813,265
49,1964,"male",478,270,134
21,1992,"male",283,193,208
21,1992,"female",327,140,113
27,1986,"female",1247,4523,2423
62,1951,"female",251,829,219
49,1964,"female",285,1804,916
46,1967,"female",145,481,199
25,1988,"male",781,117,377
49,1964,"male",324,414,104
33,1980,"female",464,303,385
34,1979,"female",355,323,337
17,1996,"female",703,714,528
60,1953,"female",164,180,137
41,1972,"female",179,190,345
15,1998,"male",468,164,192
22,1991,"female",166,417,400
26,1987,"female",137,865,348
18,1995,"female",917,109,223
23,1990,"male",152,134,192
21,1992,"female",215,117,154
21,1992,"female",306,128,264
22,1991,"male",488,2181,2203
20,1993,"female",283,193,130
28,1985,"female",850,2745,1870
20,1993,"female",209,401,386
15,1998,"female",1926,161,570
16,1997,"female",1782,638,1109
23,1990,"female",303,210,111
22,1991,"male",213,554,448
18,1995,"female",435,521,393
25,1988,"female",139,305,116
54,1959,"male",74,274,254
17,1996,"female",602,357,277
32,1981,"female",207,121,497
59,1954,"male",332,187,485
39,1974,"male",181,110,152
20,1993,"female",384,612,1194
25,1988,"male",193,118,112
23,1990,"male",2733,412,832
19,1994,"male",1770,272,680
66,1947,"male",238,238,127
23,1990,"female",290,1196,905
20,1993,"female",394,214,271
32,1981,"female",157,552,277
20,1993,"male",498,105,113
15,1998,"male",477,507,658
17,1996,"female",308,180,228
17,1996,"male",480,382,231
51,1962,"male",95,275,233
17,1996,"female",2081,952,3297
16,1997,"female",284,663,501
28,1985,"female",176,335,273
38,1975,"male",1026,822,3476
23,1990,"female",239,102,125
19,1994,"male",613,211,681
51,1962,"female",226,345,380
20,1993,"female",1132,1319,1794
27,1986,"male",637,195,320
18,1995,"female",312,225,434
24,1989,"female",1563,237,477
55,1958,"female",693,779,778
18,1995,"female",575,507,551
43,1970,"female",76,3696,785
15,1998,"female",404,502,588
23,1990,"male",329,366,483
16,1997,"male",2580,887,405
19,1994,"male",1047,992,1248
50,1963,"female",77,362,109
60,1953,"male",224,115,364
23,1990,"female",155,167,148
51,1962,"female",87,1033,593
48,1965,"female",171,1032,633
17,1996,"female",354,162,160
62,1951,"female",161,119,205
66,1947,"female",610,1077,1205
17,1996,"male",921,4415,2953
62,1951,"male",570,151,228
15,1998,"female",2907,667,528
59,1954,"female",257,2329,2378
33,1980,"male",179,510,119
43,1970,"female",58,584,247
32,1981,"female",228,1223,370
19,1994,"male",741,520,371
39,1974,"female",117,302,131
22,1991,"female",372,464,877
25,1988,"female",68,113,135
16,1997,"female",474,639,780
19,1994,"female",410,2008,405
26,1987,"female",231,435,395
62,1951,"female",71,668,232
30,1983,"female",1394,2081,1288
25,1988,"female",68,731,653
38,1975,"male",140,627,521
28,1985,"female",277,404,239
33,1980,"female",227,739,651
53,1960,"female",195,2086,1098
54,1959,"female",157,522,210
18,1995,"female",1596,735,1379
38,1975,"male",108,1811,1036
22,1991,"male",579,282,183
51,1962,"female",63,171,540
20,1993,"male",249,174,251
15,1998,"female",2635,318,955
28,1985,"male",107,160,189
37,1976,"male",398,601,362
16,1997,"female",1048,1105,742
36,1977,"female",72,225,128
20,1993,"male",217,1108,276
15,1998,"female",306,747,455
61,1952,"male",608,501,1444
17,1996,"male",132,478,177
25,1988,"female",389,1638,835
20,1993,"female",2885,665,1480
58,1955,"female",117,445,127
23,1990,"male",742,3955,1726
20,1993,"female",196,117,115
43,1970,"female",2032,344,529
22,1991,"female",371,1403,523
24,1989,"male",149,119,154
59,1954,"female",160,406,340
16,1997,"female",211,255,125
26,1987,"male",75,138,145
29,1984,"male",212,186,312
24,1989,"male",957,538,372
22,1991,"female",495,486,659
61,1952,"female",139,632,231
51,1962,"female",121,378,249
57,1956,"female",720,1739,263
50,1963,"female",62,300,248
19,1994,"female",887,969,449
49,1964,"male",94,842,478
49,1964,"female",78,311,439
20,1993,"female",319,863,287
40,1973,"female",184,683,367
33,1980,"female",72,828,143
20,1993,"female",458,226,156
33,1980,"female",58,117,107
24,1989,"female",256,282,264
23,1990,"male",265,422,474
51,1962,"female",485,1622,722
28,1985,"female",512,216,236
15,1998,"female",418,301,203
50,1963,"female",161,253,276
39,1974,"female",450,1616,2314
23,1990,"female",185,219,180
47,1966,"female",210,225,200
19,1994,"male",1594,587,542
53,1960,"female",229,1355,653
23,1990,"female",895,319,947
15,1998,"male",188,2592,2656
17,1996,"female",2581,1549,4415
14,1999,"female",2007,648,2192
24,1989,"female",285,460,237
34,1979,"female",322,3128,828
62,1951,"female",59,584,333
23,1990,"female",237,336,263
19,1994,"female",1141,2002,1502
24,1989,"female",303,317,395
17,1996,"female",258,156,172
36,1977,"female",117,1622,366
18,1995,"female",549,715,1620
16,1997,"female",562,327,509
29,1984,"female",226,789,436
20,1993,"male",1454,1061,870
22,1991,"female",212,419,175
50,1963,"female",82,621,130
16,1997,"female",408,1737,1480
16,1997,"female",519,224,268
19,1994,"female",404,367,402
28,1985,"female",257,308,372
36,1977,"female",199,229,325
56,1957,"male",127,202,279
17,1996,"female",1640,361,576
15,1998,"female",4452,2596,3212
66,1947,"female",139,355,185
21,1992,"female",3716,221,1726
18,1995,"female",193,640,456
30,1983,"female",105,618,272
16,1997,"female",638,704,404
63,1950,"female",273,224,256
39,1974,"female",299,2238,773
37,1976,"female",78,156,105
17,1996,"female",324,275,166
61,1952,"female",272,419,167
25,1988,"female",244,286,484
47,1966,"female",81,1105,399
20,1993,"female",62,120,149
20,1993,"female",495,1236,310
16,1997,"male",1053,955,582
57,1956,"female",542,128,633
60,1953,"male",65,506,297
22,1991,"female",592,318,733
16,1997,"female",240,367,123
30,1983,"female",276,242,288
32,1981,"female",93,354,226
20,1993,"female",457,992,1359
61,1952,"female",101,510,393
60,1953,"male",586,980,1164
19,1994,"female",1181,185,486
57,1956,"female",334,2184,2360
24,1989,"female",350,465,815
23,1990,"male",1172,410,488
54,1959,"female",255,2323,740
26,1987,"female",971,1137,1599
46,1967,"female",56,372,440
21,1992,"male",286,188,313
43,1970,"female",102,283,190
51,1962,"female",741,298,1252
39,1974,"female",274,677,182
24,1989,"female",190,2472,2606
16,1997,"male",829,136,443
18,1995,"female",835,522,431
21,1992,"male",361,129,216
25,1988,"female",301,229,933
62,1951,"female",229,388,410
54,1959,"male",280,131,736
16,1997,"male",2669,111,1515
18,1995,"female",213,113,279
19,1994,"male",199,290,195
21,1992,"male",238,349,240
18,1995,"female",470,357,110
24,1989,"female",361,1086,182
20,1993,"male",1089,164,304
14,1999,"female",543,305,263
57,1956,"female",235,178,319
54,1959,"male",397,326,236
22,1991,"female",1056,466,462
18,1995,"female",264,328,668
16,1997,"female",311,323,578
51,1962,"female",178,155,138
20,1993,"female",957,143,1245
52,1961,"female",396,310,544
20,1993,"female",231,177,264
43,1970,"male",141,1474,394
37,1976,"male",204,165,281
61,1952,"female",333,503,279
48,1965,"female",194,159,302
28,1985,"female",302,341,2665
28,1985,"female",233,219,365
17,1996,"female",517,360,239
49,1964,"male",357,792,401
15,1998,"female",1314,887,982
42,1971,"female",55,880,521
25,1988,"female",306,389,238
33,1980,"female",177,319,191
15,1998,"female",1185,2004,2436
47,1966,"female",709,656,191
19,1994,"female",140,353,233
46,1967,"female",154,195,163
23,1990,"male",203,166,279
32,1981,"female",207,1050,507
18,1995,"female",299,736,631
15,1998,"male",1822,551,222
19,1994,"female",427,3288,3389
31,1982,"female",206,111,405
59,1954,"female",186,1048,457
34,1979,"female",190,276,170
19,1994,"male",2564,248,314
45,1968,"female",81,212,825
55,1958,"male",206,399,612
53,1960,"female",294,305,438
14,1999,"female",671,383,724
24,1989,"female",174,195,140
18,1995,"male",896,1146,1029
65,1948,"female",52,598,292
54,1959,"female",247,176,124
54,1959,"female",64,252,137
17,1996,"female",598,1918,1061
20,1993,"female",591,458,1001
15,1998,"female",455,934,1216
56,1957,"male",175,532,143
29,1984,"female",346,658,961
46,1967,"female",59,221,260
27,1986,"female",379,716,535
34,1979,"female",175,1853,1732
26,1987,"female",163,883,268
53,1960,"female",138,326,635
20,1993,"female",166,140,121
20,1993,"female",441,282,135
24,1989,"male",291,457,1022
20,1993,"male",755,2826,2478
23,1990,"male",396,1823,684
14,1999,"male",1279,341,253
39,1974,"female",221,125,157
47,1966,"female",263,266,251
14,1999,"female",421,329,271
21,1992,"female",4767,151,599
21,1992,"female",466,179,630
19,1994,"female",341,1187,1372
18,1995,"female",647,683,129
20,1993,"female",437,423,426
25,1988,"male",179,171,216
16,1997,"female",383,1513,316
23,1990,"female",182,304,226
23,1990,"male",557,459,749
46,1967,"female",152,491,561
18,1995,"female",222,505,491
25,1988,"female",276,402,626
14,1999,"female",237,899,104
14,1999,"female",4641,1403,2786
36,1977,"female",199,140,127
16,1997,"female",411,1047,211
23,1990,"female",101,125,153
14,1999,"female",79,2452,4251
31,1982,"female",148,674,390
34,1979,"female",126,1622,449
20,1993,"male",180,552,230
47,1966,"female",236,664,630
21,1992,"female",154,389,176
19,1994,"female",397,170,206
66,1947,"female",542,189,207
18,1995,"female",154,440,270
18,1995,"female",339,216,258
31,1982,"male",186,240,220
24,1989,"male",671,294,328
30,1983,"male",97,562,362
19,1994,"male",659,954,418
22,1991,"male",335,222,277
54,1959,"female",138,220,200
38,1975,"male",71,838,343
27,1986,"female",134,4411,1701
65,1948,"female",194,483,155
18,1995,"female",148,694,381
22,1991,"female",134,133,211
50,1963,"female",250,1237,432
54,1959,"female",135,634,253
21,1992,"female",299,126,110
14,1999,"female",628,2662,859
22,1991,"male",439,1060,1670
37,1976,"female",96,479,336
56,1957,"male",100,753,243
15,1998,"male",1197,158,137
17,1996,"female",1684,326,276
66,1947,"male",67,732,115
30,1983,"female",453,149,414
18,1995,"male",242,191,195
37,1976,"male",168,344,520
21,1992,"male",232,649,159
20,1993,"female",188,478,265
19,1994,"female",517,792,186
23,1990,"female",156,435,388
30,1983,"female",284,371,336
55,1958,"female",305,234,351
55,1958,"male",142,1914,289
19,1994,"female",1138,443,1019
33,1980,"male",451,215,540
58,1955,"female",86,356,381
23,1990,"female",300,166,131
19,1994,"male",67,470,547
17,1996,"female",1625,172,456
65,1948,"female",85,302,130
37,1976,"female",177,305,277
20,1993,"male",538,524,350
63,1950,"female",60,1736,386
21,1992,"female",174,588,175
19,1994,"female",495,2679,1069
25,1988,"female",245,352,495
17,1996,"male",1956,1181,3671
23,1990,"female",229,376,389
48,1965,"female",292,852,303
18,1995,"female",367,114,125
55,1958,"female",563,2844,1777
23,1990,"female",123,306,166
53,1960,"female",244,150,285
64,1949,"female",70,512,256
20,1993,"male",564,913,370
20,1993,"male",258,1261,606
20,1993,"female",849,552,186
18,1995,"female",2065,1817,2218
19,1994,"female",306,1088,1115
31,1982,"female",162,378,308
49,1964,"female",371,1200,436
13,2000,"female",552,390,815
25,1988,"male",160,166,244
50,1963,"female",371,429,238
14,1999,"female",654,962,1025
14,1999,"female",502,678,482
52,1961,"female",669,1641,588
26,1987,"male",535,245,122
22,1991,"female",1312,664,1295
36,1977,"female",1054,363,191
25,1988,"male",941,533,431
47,1966,"female",91,2270,340
57,1956,"male",254,134,283
42,1971,"female",283,956,317
16,1997,"male",796,296,496
17,1996,"female",936,2887,937
55,1958,"female",527,118,308
45,1968,"female",1834,1175,919
65,1948,"female",74,2055,1054
24,1989,"female",851,908,1059
22,1991,"female",921,705,1067
19,1994,"female",389,344,456
56,1957,"female",106,1348,982
15,1998,"female",430,119,386
19,1994,"male",585,253,259
20,1993,"female",854,130,372
18,1995,"male",135,387,145
19,1994,"male",1836,147,125
43,1970,"female",98,1402,220
30,1983,"female",204,670,820
18,1995,"female",870,1257,2380
18,1995,"female",456,330,623
17,1996,"female",2770,2041,4932
14,1999,"female",102,344,126
45,1968,"male",142,1529,955
33,1980,"female",57,300,411
19,1994,"male",1394,276,226
22,1991,"female",398,181,596
15,1998,"female",813,129,565
42,1971,"female",395,2959,4182
45,1968,"female",210,329,176
17,1996,"male",1932,470,4199
36,1977,"female",65,256,258
55,1958,"female",121,422,616
51,1962,"male",482,376,473
19,1994,"male",512,588,461
18,1995,"female",668,132,442
56,1957,"female",537,791,945
41,1972,"female",91,205,402
19,1994,"male",982,649,341
19,1994,"male",255,521,188
41,1972,"female",92,170,124
48,1965,"female",211,369,1246
50,1963,"female",933,657,943
26,1987,"female",94,102,152
18,1995,"male",406,137,185
14,1999,"female",697,445,777
53,1960,"female",216,1296,626
62,1951,"female",99,453,135
15,1998,"female",518,1372,731
26,1987,"male",88,137,147
51,1962,"female",3279,1383,1926
18,1995,"female",197,118,203
31,1982,"female",124,262,690
16,1997,"female",2243,332,2931
30,1983,"female",255,433,331
26,1987,"male",154,146,111
25,1988,"female",580,661,687
17,1996,"female",991,444,717
41,1972,"female",307,456,270
36,1977,"female",217,2147,2171
19,1994,"male",765,424,290
17,1996,"female",472,589,248
54,1959,"female",191,159,369
51,1962,"female",289,422,134
22,1991,"female",609,1136,852
44,1969,"female",210,1084,452
18,1995,"female",265,2357,1125
29,1984,"male",105,494,212
19,1994,"male",823,113,122
21,1992,"female",342,1123,1860
22,1991,"female",187,1335,436
19,1994,"female",242,559,210
32,1981,"female",350,549,1337
49,1964,"female",70,984,274
40,1973,"female",78,286,110
13,2000,"male",308,366,239
58,1955,"female",180,113,153
26,1987,"male",1525,536,477
20,1993,"male",109,550,140
20,1993,"male",892,175,561
17,1996,"female",208,837,1123
22,1991,"female",376,545,320
15,1998,"female",1854,4981,3050
18,1995,"male",210,385,296
61,1952,"female",179,332,539
21,1992,"female",64,498,323
34,1979,"female",911,3722,1091
19,1994,"male",325,259,107
63,1950,"female",182,252,263
19,1994,"female",773,3114,439
46,1967,"female",859,2094,2602
26,1987,"female",1012,698,586
16,1997,"female",563,137,187
23,1990,"female",338,151,205
49,1964,"female",232,110,237
31,1982,"female",361,155,224
18,1995,"male",713,388,551
18,1995,"female",584,635,676
27,1986,"female",348,296,369
20,1993,"male",77,132,155
23,1990,"male",739,383,444
20,1993,"female",187,903,355
15,1998,"female",1040,167,195
65,1948,"male",2860,2046,1702
29,1984,"female",163,1143,1085
13,2000,"female",651,937,1131
36,1977,"female",160,371,184
19,1994,"female",733,711,562
23,1990,"female",356,102,148
34,1979,"male",354,249,190
28,1985,"female",73,216,187
39,1974,"male",308,458,248
48,1965,"male",72,1532,3490
53,1960,"female",205,1260,765
36,1977,"female",290,2092,157
56,1957,"female",148,201,140
57,1956,"male",241,245,362
17,1996,"female",671,476,504
30,1983,"male",366,172,151
19,1994,"female",226,2170,811
36,1977,"female",253,253,247
52,1961,"male",88,209,144
14,1999,"female",651,1652,361
15,1998,"female",369,324,105
57,1956,"female",234,226,407
24,1989,"female",899,190,221
37,1976,"male",73,435,320
15,1998,"female",1323,140,767
18,1995,"female",1269,712,3072
54,1959,"male",258,311,503
15,1998,"female",644,1033,611
18,1995,"female",76,818,658
51,1962,"female",84,161,105
15,1998,"female",1041,620,1114
36,1977,"female",135,298,434
33,1980,"female",93,271,290
18,1995,"male",293,126,179
51,1962,"female",157,725,104
25,1988,"male",206,363,190
15,1998,"female",2026,917,1815
19,1994,"female",2826,196,1280
19,1994,"female",321,3166,1615
50,1963,"female",78,675,511
19,1994,"female",748,178,456
60,1953,"female",83,293,196
22,1991,"female",1289,856,478
58,1955,"female",95,196,113
20,1993,"female",214,233,164
47,1966,"female",969,316,129
46,1967,"male",148,322,309
23,1990,"female",159,386,103
33,1980,"female",245,817,487
66,1947,"female",161,679,1008
14,1999,"female",850,1201,944
20,1993,"female",189,356,158
26,1987,"female",163,443,274
20,1993,"male",84,128,156
25,1988,"male",315,283,172
51,1962,"female",335,792,240
52,1961,"female",59,485,115
53,1960,"female",295,882,878
53,1960,"female",70,1437,187
19,1994,"female",3036,644,1394
37,1976,"female",851,337,921
19,1994,"male",789,352,143
28,1985,"female",62,102,154
19,1994,"female",1038,380,671
19,1994,"female",535,191,277
18,1995,"male",506,2231,1164
40,1973,"female",114,627,287
21,1992,"male",356,139,136
16,1997,"female",621,571,367
18,1995,"female",92,549,218
24,1989,"female",174,487,581
59,1954,"male",199,576,117
21,1992,"female",208,220,194
23,1990,"female",1193,1660,1679
19,1994,"male",2114,368,409
15,1998,"male",557,546,323
16,1997,"male",1173,220,153
55,1958,"male",106,259,117
18,1995,"male",263,165,157
29,1984,"female",149,213,360
24,1989,"female",279,308,427
17,1996,"female",4417,910,1851
33,1980,"female",279,118,156
28,1985,"male",598,2179,235
16,1997,"female",851,1504,1183
16,1997,"female",118,413,103
46,1967,"female",158,437,172
28,1985,"female",137,823,358
52,1961,"female",107,131,121
26,1987,"male",903,302,287
52,1961,"female",147,588,260
18,1995,"female",323,1328,253
17,1996,"female",2164,418,1688
20,1993,"male",172,201,154
20,1993,"male",452,167,166
54,1959,"female",188,944,635
19,1994,"male",1123,1854,3320
21,1992,"female",206,572,342
25,1988,"female",532,562,535
22,1991,"male",537,725,1012
16,1997,"male",328,597,449
16,1997,"female",359,813,1022
18,1995,"male",1310,450,140
59,1954,"male",100,250,532
52,1961,"female",59,340,381
16,1997,"male",526,269,186
22,1991,"male",404,567,761
23,1990,"male",2034,268,143
18,1995,"male",462,144,185
19,1994,"female",101,532,579
24,1989,"female",235,227,176
33,1980,"female",73,267,168
23,1990,"male",495,319,166
13,2000,"female",412,1308,116
19,1994,"male",303,187,303
17,1996,"female",1115,826,1093
49,1964,"female",299,1753,450
19,1994,"female",288,1381,314
16,1997,"female",3412,530,1649
20,1993,"female",988,213,327
23,1990,"male",363,286,103
14,1999,"male",154,300,326
15,1998,"female",103,371,401
19,1994,"female",172,2312,311
20,1993,"female",244,799,398
53,1960,"female",390,992,331
29,1984,"male",152,193,381
17,1996,"male",332,173,112
17,1996,"female",1182,287,714
52,1961,"male",94,297,244
18,1995,"female",652,3518,1631
13,2000,"female",551,265,492
15,1998,"female",488,117,105
16,1997,"female",245,1014,1431
17,1996,"female",1025,161,1046
14,1999,"male",246,449,264
28,1985,"female",351,1166,903
17,1996,"female",907,244,104
63,1950,"female",914,397,607
18,1995,"female",361,1230,764
17,1996,"female",149,127,107
60,1953,"female",435,1059,1244
48,1965,"female",72,357,216
54,1959,"female",278,246,491
24,1989,"male",358,212,168
43,1970,"male",107,1964,2192
62,1951,"female",280,2733,253
19,1994,"male",276,451,251
58,1955,"female",227,579,462
19,1994,"male",665,745,351
47,1966,"male",200,150,167
39,1974,"male",167,667,591
18,1995,"female",1265,791,4359
44,1969,"male",104,217,148
34,1979,"female",362,184,858
15,1998,"female",514,264,478
64,1949,"female",98,552,291
38,1975,"female",138,479,417
23,1990,"female",853,260,167
32,1981,"female",279,248,643
57,1956,"male",196,408,327
49,1964,"female",114,343,118
18,1995,"female",853,298,1635
39,1974,"female",1394,639,166
26,1987,"female",272,426,205
21,1992,"male",865,245,183
20,1993,"male",83,101,133
47,1966,"female",130,614,720
62,1951,"male",1595,640,3224
26,1987,"female",113,900,321
15,1998,"female",683,180,133
21,1992,"female",375,456,443
60,1953,"female",123,108,114
56,1957,"female",139,1052,686
22,1991,"female",73,219,270
28,1985,"female",222,894,663
19,1994,"female",199,613,400
18,1995,"female",378,626,623
30,1983,"female",457,423,533
34,1979,"female",220,589,2595
56,1957,"male",205,196,182
51,1962,"female",345,351,264
15,1998,"female",1110,243,1338
19,1994,"male",2053,891,2745
28,1985,"female",102,543,124
56,1957,"female",63,124,151
60,1953,"female",345,249,701
17,1996,"female",181,1247,818
19,1994,"female",265,600,572
56,1957,"female",100,1206,346
25,1988,"female",144,153,225
27,1986,"male",285,667,125
46,1967,"male",231,486,570
51,1962,"female",354,2780,1497
16,1997,"female",989,1037,1993
21,1992,"female",576,228,295
58,1955,"male",846,384,813
19,1994,"female",363,203,364
54,1959,"female",94,1158,392
59,1954,"female",519,3068,3002
45,1968,"female",89,711,734
25,1988,"female",332,2202,1102
23,1990,"female",58,158,119
49,1964,"female",171,177,254
45,1968,"male",3826,1483,4618
19,1994,"female",424,413,289
16,1997,"female",615,402,980
51,1962,"female",64,717,300
16,1997,"female",1179,1727,1841
19,1994,"female",496,184,139
15,1998,"female",219,214,146
23,1990,"male",511,460,294
66,1947,"male",607,336,202
18,1995,"female",2493,511,1804
23,1990,"female",141,409,190
54,1959,"male",82,3477,229
18,1995,"female",243,107,173
43,1970,"female",100,1109,477
16,1997,"female",71,1104,1062
19,1994,"male",239,123,129
66,1947,"female",138,686,230
18,1995,"female",922,2035,2950
24,1989,"female",1444,373,354
14,1999,"female",1582,337,1544
24,1989,"male",219,138,192
17,1996,"female",375,794,934
62,1951,"female",310,572,924
15,1998,"female",725,4596,1310
20,1993,"female",254,1055,321
19,1994,"female",471,584,254
34,1979,"female",84,854,197
58,1955,"female",228,1480,994
16,1997,"female",100,523,312
46,1967,"female",181,189,596
52,1961,"female",103,334,221
17,1996,"female",188,261,256
34,1979,"female",154,537,330
17,1996,"male",623,396,538
63,1950,"female",68,105,143
59,1954,"male",273,109,114
21,1992,"male",391,3102,1126
28,1985,"female",105,268,201
18,1995,"female",918,500,175
55,1958,"female",938,990,1967
50,1963,"male",77,173,121
18,1995,"female",312,281,268
30,1983,"female",779,801,1467
16,1997,"female",474,413,323
25,1988,"female",95,494,190
14,1999,"female",64,2131,326
33,1980,"female",447,2413,1287
53,1960,"female",104,1704,880
17,1996,"female",497,153,233
24,1989,"female",248,302,415
29,1984,"female",595,916,793
34,1979,"male",189,539,312
52,1961,"male",565,967,3014
17,1996,"male",1386,380,168
52,1961,"male",1332,141,207
15,1998,"female",1473,1414,2829
63,1950,"male",129,201,430
19,1994,"female",217,139,232
60,1953,"female",80,331,180
29,1984,"female",155,290,336
17,1996,"male",593,238,245
41,1972,"female",929,723,2378
19,1994,"female",1357,727,932
32,1981,"male",383,141,193
61,1952,"female",178,379,121
52,1961,"female",59,302,158
65,1948,"female",78,934,268
24,1989,"female",288,460,373
18,1995,"female",1676,297,407
51,1962,"female",159,337,115
14,1999,"male",274,937,1072
22,1991,"female",478,1263,798
54,1959,"female",78,508,1371
15,1998,"female",938,827,1225
23,1990,"female",645,1669,2772
28,1985,"female",109,143,211
40,1973,"female",169,371,233
24,1989,"female",155,1289,1810
27,1986,"male",202,367,439
34,1979,"female",659,1524,793
37,1976,"male",180,188,392
26,1987,"male",239,1814,3863
18,1995,"female",354,633,660
28,1985,"male",357,598,423
25,1988,"female",113,261,267
30,1983,"female",100,491,567
27,1986,"female",276,288,454
23,1990,"male",485,302,114
21,1992,"female",595,588,1053
66,1947,"male",108,2086,1254
21,1992,"male",122,107,117
28,1985,"female",117,510,320
42,1971,"female",1106,606,1329
43,1970,"male",82,548,141
16,1997,"female",327,950,506
57,1956,"female",67,196,102
14,1999,"female",419,482,259
29,1984,"female",193,170,102
29,1984,"female",350,2838,1349
15,1998,"female",692,352,462
56,1957,"female",121,373,374
15,1998,"female",1728,307,1314
50,1963,"female",159,678,421
16,1997,"male",692,378,145
16,1997,"female",153,441,186
18,1995,"male",1748,2122,337
27,1986,"male",366,4948,3653
29,1984,"female",62,532,495
18,1995,"female",568,2471,1891
21,1992,"female",2861,563,973
17,1996,"male",834,1643,112
34,1979,"female",130,230,321
20,1993,"female",150,290,204
20,1993,"female",1264,191,1554
28,1985,"male",343,526,120
14,1999,"female",352,772,1333
25,1988,"female",433,306,1073
66,1947,"male",122,194,115
17,1996,"female",306,488,147
20,1993,"female",1488,2287,2014
63,1950,"female",69,578,133
15,1998,"male",1102,3514,2344
49,1964,"female",67,118,153
23,1990,"male",699,236,392
42,1971,"female",231,108,186
23,1990,"female",629,784,1087
48,1965,"female",67,261,107
25,1988,"female",478,901,1009
20,1993,"male",329,685,399
50,1963,"female",324,431,132
17,1996,"female",614,741,417
19,1994,"male",832,168,349
18,1995,"female",326,371,510
17,1996,"female",499,1004,926
23,1990,"female",573,3931,2620
17,1996,"female",254,233,356
35,1978,"female",82,414,291
20,1993,"male",110,538,398
21,1992,"female",143,898,441
37,1976,"female",406,337,329
53,1960,"male",249,289,123
19,1994,"female",423,498,934
66,1947,"female",116,357,565
22,1991,"female",911,347,491
19,1994,"female",2954,4217,3696
55,1958,"female",310,147,115
21,1992,"male",525,117,144
30,1983,"female",138,161,159
16,1997,"female",281,361,385
35,1978,"female",135,1157,1222
19,1994,"female",140,647,525
29,1984,"female",1226,1431,969
19,1994,"female",251,117,105
16,1997,"female",258,1370,1493
18,1995,"female",2382,276,802
21,1992,"female",275,291,891
30,1983,"female",83,147,162
49,1964,"male",247,148,120
30,1983,"female",431,530,608
25,1988,"male",1001,862,166
32,1981,"female",105,149,327
23,1990,"male",4705,687,2291
66,1947,"male",121,114,137
